UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-07-19;Attack;149.5;5;High (Negligence Risk);On 19 July 2024, an unidentified individual shot a Ukrainian linguist and a former Parliament member from Svoboda party in Lviv. As a result, the woman was hospitalized in critical condition and died before midnight.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-07-20;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: Around 20 July 2024 (as reported), according to the SBU, two men aged 17 and 18 set fire to a military vehicle in Lviv, Lviv, following Russian FSB commands. The men were arrested during the arson.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-08-26;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 26 August 2024, Ukrainian military forces intercepted Russian missiles and drones over Lviv, Lviv. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-09-04;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 4 September 2024, Russian Forces struck Lviv city, with drones and missiles, damaging 188 buildings, including residential buildings and historical heritage buildings as well as schools. 7 civilians were killed, 66 civilians were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-09-20;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 20 September 2024, Russian Forces launched 70 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted 61 drones, some of them over Lviv region (coded to Lviv, Lviv). The fallen debris of the downed drones damaged an outbuilding, 3 cars and windowns in residential buildings. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-10-20;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 20 October 2024, Ukrainian forces shot down Russian drones over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-10-25;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 25 October 2024, Ukrainian military forces intercepted 4 Russian kamikaze-drones over the Lviv region (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-11-17;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 17 November 2024, Russian air forces carried out airstrikes at civilian infrastructure in Lviv region (coded to Lviv). Ukrainian forces shot down Russian drones and missiles. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-11-28;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 28 November 2024, Russian forces conducted cruise missile strikes on energy infrastructure in Lviv Oblast (coded to Lviv, Lviv.) Power was disrupted across the oblast. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-12-13;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 13 December 2024, Russian missiles (likely air-based) struck 6 objects of critical infrastructure (1 coded to Drohobych) in the Lviv region (coded to Lviv, Lviv). There were no casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-02-03;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 3 February 2018, unidentified people set on fire a pro-Russian Orthodox church in Lviv - St Prince Volodymyr's Church of the Ukrainian Orthodox Church of the Moscow Patriarchate. The church sustained damage.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 14 February 2018, an unidentified attacker set fire to a Russian bank branch office in Lviv. The man broke the window and threw a petrol bomb inside. The fire partially destroyed the property of the bank, but no-one was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-05-02;Attack;149.5;5;High (Negligence Risk);On 2 May 2018, after a lecture at a bookstore in Lviv, a JTO serviceman and an activist of the Ecological Platform organization, Rodion Bagaev, was beaten up by a group of six men belonging to ultraright groups. The attackers were identified as members of the National Corps Party and National Militia. According to other activists of the Ecological Platform, similar attacks by the same men happened before during other leftist events in Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-06-23;Attack;149.5;5;High (Negligence Risk);On 23 June 2018, a group of masked far right men attacked a Roma camp near Lviv, Ukraine. The attackers killed one person, while four more, including a 10-year-old child, were hospitalized with stab wounds. Eight individuals were detained.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-09-18;Other;149.5;1;High (Negligence Risk);On 18 September 2018, in Lviv, 57 out of 84 regional councillors approved region-wide ban on Russian language.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-11-28;Looting/property destruction;149.5;1;High (Negligence Risk);On 28 November 2018, at night, unidentified individuals threw incendiary mixture into two separate offices of a Russian bank in Lviv. The buildings were damaged, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);On 14 February 2019, two unidentified individuals broke the window of a Russian bank in Lviv and threw a bottle with incendiary mixture inside. The fire destroyed part of the room, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-03-20;Looting/property destruction;149.5;1;High (Negligence Risk);On 20 March 2019, unidentified individuals set fire to a branch office of a Russian private bank in Lviv. The office was partially damaged but no one was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-07-08;Attack;149.5;5;High (Negligence Risk);On 8 July 2019, in Lviv, guards of the public enterprise Ukrainian Association of the Blind beat an attorney who had been previously appointed as a head of the association. According to the victim, he was beaten for his previous legal work in revealing labour law violations and corruption in the association.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-09-16;Looting/property destruction;149.5;1;High (Negligence Risk);On 16 September 2019, unidentified individuals set fire to the front door of a flat of an employee of the mayor administration department of the city council in Lviv. No injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-01-30;Looting/property destruction;149.5;1;High (Negligence Risk);On 30 January 2020, at night, unidentified individuals set fire to a car of a Radio Free Europe journalist in Lviv. The car was destroyed, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-06-10;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 10 June 2020, unidentified individuals broke into the yard of a journalist, the director-general of the NTA television channel and the Vholos media holding company in Lviv region, damaged his car and tried to break into his house but were stopped by the security system.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-11-17;Attack;149.5;5;High (Negligence Risk);On 17 November 2020, three unidentified individuals attacked and severely beat two activists of veteran movement in Lviv. The attackers were detained by police.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-11-19;Attack;149.5;5;High (Negligence Risk);On 19 November 2020, fifteen far right activists attacked and severely beat an eco-anarchist and anti-fascist in Lviv. The victim was hospitalized and had two surgeries.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2020-12-17;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 17 December 2020, unidentified individuals set fire to a car of an employee of the National Anti-Corruption Bureau in Lviv. The car was destroyed, no injuries were reported. The victim claims that the arson is connected to his professional activities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-01-19;Attack;149.5;5;High (Negligence Risk);On 19 January 2021, unidentified people attacked an anti-fascist activist in Lviv. The attackers were armed with rubber truncheons, knives and hammers. This is the third attack on the victim, which he connects with his anti-fascist activities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-09-23;Disrupted weapons use;149.5;1;High (Negligence Risk);Weapons seizure: On 23 September 2021, the Security Service of Ukraine found and seized a cache of weapons in Lviv region, consisting of 2kg of plastic explosives, TNT bombs, explosive devices, three RG-42 and F-1 hand grenades, stun grenades, electric detonators, and more than 100 cartridges of 5.45mm calibre.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-09-24;Disrupted weapons use;149.5;1;High (Negligence Risk);Weapons seizure: On 24 September 2021, the Security Service of Ukraine found and seized a cache of weapons on the private territory of an activist in Lviv region, consisting of 3 RG-42 and F-1 grenades, electric detonators, stun grenades, over 100 rounds of 5.45 millimeter ammunition.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2021-12-24;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 24 December 2021, a man threw a Molotov cocktail at the building of the Russian consulate in Lviv, as a result of which the doors of the premises were damaged. None of the workers or visitors were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-18;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 18 March 2022, Russian air forces fired six guided X-555 missiles from the Black Sea into the aircraft repair factory in the Lviv airport in Lviv. Two missiles were intercepted. No fatalities, one person received injuries.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-26;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 26 March 2022, the military forces of Russia shelled a fuel depot and industrial facility that repaired Ukrainian military equipment in Lviv, Lviv. Five people were wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-03-29;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 29 March 2022, Ukrainian forces destroyed two Russian missiles near Lviv. The missiles were launched from a Russian aircraft in Belarus.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-11;Other;149.5;1;High (Negligence Risk);Displacement: On 11 April 2022, about 1000 orphans were evacuated to Lviv region from various eastern parts of the country.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-14;Attack;149.5;5;High (Negligence Risk);On 14 April 2022, a female human rights defender who worked with LGBTIQ persons and vulnerable women was tear gassed in the streets of Lviv by unidentified individuals while delivering humanitarian aid.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-16;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 16 April 2022, Ukrainian army destroyed four Russian missiles launched from planes SU-35 in Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-16;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 16 April 2022, Russian forces launched rocket and missile attacks on Lviv. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-04-18;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 18 April 2022, Russian forces launched a missile attack on Lviv, hitting military warehouses (although Ukrainian sources claimed that the warehouses were no longer used for military purposes) and a building of tire service. As a result, seven civilians were killed, eleven wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-03;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 3 May 2022, Russian forces launched a rocket attack in Lviv. As a result of the shelling, two power substations were damaged and two people were wounded. There were no fatalities.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-13;Other;149.5;1;High (Negligence Risk);Other: On 13 May 2022, a massive cyber attack was carried out against the websites of the Lviv city government. (coded to Lviv)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-15;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 15 May 2022, Ukrainian forces shot down Russian missiles likely launched from submarines in the Black Sea over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-19;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 19 May 2022, Ukrainian air defense forces shot down a Russian missile in the Lviv region.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-20;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 20 May 2022, Ukrainian air defense shot down a guided missile in Lviv oblast.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-05-24;Other;149.5;1;High (Negligence Risk);Displacement: On 24 May 2022, 14 patients from hospitals in Bakhmut and Kramatorsk were evacuated to Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-06-25;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 25 June 2022, Ukrainian forces shot down 2 Russian rockets over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-09-14;Other;149.5;1;High (Negligence Risk);Displacement: On 14 September 2022, 613 civilians evacuated from the areas affected by hostilities departed from Lviv to Przemysl, Poland.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-10;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 10 October 2022, Russian forces launched a rocket attack on Lviv, hitting a power line. There were no casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-11;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 11 October 2022, Russian forces shelled Lviv, hitting critical energy facilities. One civilian was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-13;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 13 October 2022, Ukrainian operational command 'West' (coded to Lviv, Lviv) intercepted 4 Russian 'Kalibr' rockets.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-17;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 17 October 2022, Ukrainian air defence forces shot down Russian missiles over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-10-31;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 31 October 2022, Ukrainian forces shot down 3 Russian rockets in Lviv region.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-03;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 3 November 2022, Ukrainian air command 'West' intercepted a Russian kamikaze-drone (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-04;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 4 November 2022, Ukrainian forces shot down a Russian Shahed-136 drone in Lviv oblast (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 15 November 2022, Russian forces launched a missile attack in Lviv region, hitting energy facilities. As a result, 1 civilian was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 15 November 2022, Ukrainian air defense intercepted Russian missiles over Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-15;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 15 November 2022, Russian forces shelled Lviv, Lviv as a result of which fire broke out. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-11-23;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 23 November 2022, Russian forces launched a rocket strike at Lviv region (coded to Lviv, Lviv region) from Tu-95ms aircrafts, damaging a power distribution facility with 2 rockets and causing a blackout for 1.5 million people. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2022-12-29;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 29 December 2022, Russian military forces launched missiles at two power stations in the Lviv region (coded to Lviv, Lviv). Other four missiles targeting the Lviv region were intercepted. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-01-14;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 14 January 2023, Russian forces launched rockets at Lviv region (coded to Lviv). 1 Russian missile was shot down by Ukrainian forces. Civilian infrastructure was damaged. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-02-10;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 10 February 2023, Ukrainian forces shot down nine Russian missiles over Lviv Oblast (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-04-14;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 14 April 2023, unidentified individuals set fire to doors of the Church of the Nativity of the Blessed Virgin Mary of the Ukrainian Greek Catholic Church in Lviv, Lviv which caused little damage.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-05-19;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 19 May 2023, Ukrainian forces shot down five Russian Shahed drones in Lviv Oblast (coded to Lviv, Lviv.)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-05-25;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 25 May 2023, Ukrainian military forces intercepted 10 Russian kamikaze-drones over the Lviv region (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-06-20;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 20 June 2023, Russian air forces carried out drone strike at Lviv, damaging critical infrastructure. There were no casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-07-06;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 6 July 2023, Russian navy fired Kalibr missiles at Lviv, damaging a residential building and and several others within the historical perimeterof the city. 10 civilians were killed as a result of the attack, 45 civilians were wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-08-15;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 15 August 2023, Russian forces shelled near the city of Lviv and Lviv region. As a result, 19 civilians were injured and around 40 residential houses were damaged.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-09-19;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 19 September 2023, Russian air forces launched a drone strike at Lviv, killing 1 and injuring 2 civilians.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-09-21;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 21 September 2023, Ukrainian military forces intercepted 4 Russian missiles launched by aircrafts in the Lviv region (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-11-01;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 1 November 2023, Ukrainian forces intercepted 3 Russian strike drones over Lviv region (coded to Lviv, Lviv region).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-11-02;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 2 November 2023, Ukrainian Forces shot down UAVs of Russian Forces in the area of Lviv, Lviv. The debris of the downed UAVs damaged an object of critical infrastructure. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-12-05;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 5 December 2023, three Russian drones hit and damaged an infrastructure facility in Lviv Oblast (coded to Lviv, Lviv.) Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-12-29;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 29 December 2023, Russian forces conducted a rocket attack on Lviv, Lviv. One civilian was killed, 30 others were wounded.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2023-12-29;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 29 December 2023, Russian forces launched drones and missiles at Lviv Oblast. Ukrainian forces shot down eight out of 14 drones and 10 out of 15 rockets.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-01-01;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 1 January 2024, Ukrainian forces shot down Russiah Shahed drones above Lviv Oblast (coded to Lviv, Lviv.)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-01-01;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 1 January 2024, wreckage from a Russian Shahed drone hit a museum in Lviv, Lviv which caused a fire. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-02-15;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 15 February 2024, Russian Forces launched air strikes with Kalibr missiles on Lviv, Lviv. One rocket destroyed a small electrical substation in one of the residential districts of the city. A school and several buildings were also damaged. 3 civilians were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-02-18;Other;149.5;1;High (Negligence Risk);Explosive remnants of war: On 18 February 2024, Ukrainian Emergency service specialists defused an explosive remnant of war (ERW) an 82mm mortar round from WW2 found in a forest in Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-03-23;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 23 March 2024, Ukrainian forces shot down Russian drones and missiles, launched by 'Tu-95MC' aircrafts, over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-03-24;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 24 March 2024, Russian air forces carried out 7 drone strikes and launched 2 'Kinzhal' missiles at Lviv region (coded to Lviv). Ukrainian forces shot down Russian missiles and drones. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-03-29;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 29 March 2024, Ukrainian forces shot down 11 Russian drones over Lviv Oblast (coded to Lviv, Lviv.)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-03-29;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 29 March 2024, Russian forces conducted missile strikes on and damaged a critical infrastructure object in Lviv Oblast (coded to Lviv, Lviv.)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-04-09;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 9 April 2024, Ukrainian Forces shot down UAVs of Russian Forces in the area of Lviv, Lviv. The debris from downed drones damaged a critical infrastructure facility. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-04-11;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 11 April 2024, Ukrainian military forces intercepted 7 Russian drones and 6 missiles over the Lviv region (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-05-20;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 20 May 2024, Ukrainian forces shot down 3 Russian Shahed drones above Lviv Oblast (coded to Lviv, Lviv.)
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-06-01;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 1 June 2024, Russian air forces launched 6 missiles at Lviv region (coded to Lviv). Ukrainian forces shot down 17 Russian missiles and 4 drones. Critical infrastructure was damaged. 4 civilians were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-06-19;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 19 June 2024, at night, Russian forces carried out drone strikes at unidentified targets in Lviv, Lviv. As a result, a research institute was damaged. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-06-22;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 22 June 2024, Russian air forces launched missiles at Lviv region (coded to Lviv). Ukrainian forces shot down Russian missiles. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-07-11;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 11 July 2024, Ukrainian military forces intercepted 1 Russian drone over Lviv region (coded to Lviv, Lviv). Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-07-19;Attack;149.5;5;High (Negligence Risk);On 19 July 2024, an unidentified individual shot a Ukrainian linguist and a former Parliament member from Svoboda party in Lviv. As a result, the woman was hospitalized in critical condition and died before midnight.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-07-20;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: Around 20 July 2024 (as reported), according to the SBU, two men aged 17 and 18 set fire to a military vehicle in Lviv, Lviv, following Russian FSB commands. The men were arrested during the arson.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-08-26;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 26 August 2024, Ukrainian military forces intercepted Russian missiles and drones over Lviv, Lviv. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-09-04;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 4 September 2024, Russian Forces struck Lviv city, with drones and missiles, damaging 188 buildings, including residential buildings and historical heritage buildings as well as schools. 7 civilians were killed, 66 civilians were injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-09-20;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 20 September 2024, Russian Forces launched 70 Shahed-136/131 drones against targets in Ukraine. Ukrainian Forces intercepted 61 drones, some of them over Lviv region (coded to Lviv, Lviv). The fallen debris of the downed drones damaged an outbuilding, 3 cars and windowns in residential buildings. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-10-20;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 20 October 2024, Ukrainian forces shot down Russian drones over Lviv region (coded to Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-10-25;Disrupted weapons use;149.5;1;High (Negligence Risk);Interception: On 25 October 2024, Ukrainian military forces intercepted 4 Russian kamikaze-drones over the Lviv region (coded to Lviv, Lviv).
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-11-17;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 17 November 2024, Russian air forces carried out airstrikes at civilian infrastructure in Lviv region (coded to Lviv). Ukrainian forces shot down Russian drones and missiles. No casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-11-28;Shelling/artillery/missile attack;149.5;8;Critical (Indiscriminate Attack);On 28 November 2024, Russian forces conducted cruise missile strikes on energy infrastructure in Lviv Oblast (coded to Lviv, Lviv.) Power was disrupted across the oblast. Casualties unknown.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2024-12-13;Air/drone strike;149.5;10;Critical (Indiscriminate Attack);On 13 December 2024, Russian missiles (likely air-based) struck 6 objects of critical infrastructure (1 coded to Drohobych) in the Lviv region (coded to Lviv, Lviv). There were no casualties.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-02-03;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 3 February 2018, unidentified people set on fire a pro-Russian Orthodox church in Lviv - St Prince Volodymyr's Church of the Ukrainian Orthodox Church of the Moscow Patriarchate. The church sustained damage.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 14 February 2018, an unidentified attacker set fire to a Russian bank branch office in Lviv. The man broke the window and threw a petrol bomb inside. The fire partially destroyed the property of the bank, but no-one was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-05-02;Attack;149.5;5;High (Negligence Risk);On 2 May 2018, after a lecture at a bookstore in Lviv, a JTO serviceman and an activist of the Ecological Platform organization, Rodion Bagaev, was beaten up by a group of six men belonging to ultraright groups. The attackers were identified as members of the National Corps Party and National Militia. According to other activists of the Ecological Platform, similar attacks by the same men happened before during other leftist events in Lviv.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-06-23;Attack;149.5;5;High (Negligence Risk);On 23 June 2018, a group of masked far right men attacked a Roma camp near Lviv, Ukraine. The attackers killed one person, while four more, including a 10-year-old child, were hospitalized with stab wounds. Eight individuals were detained.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-09-18;Other;149.5;1;High (Negligence Risk);On 18 September 2018, in Lviv, 57 out of 84 regional councillors approved region-wide ban on Russian language.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2018-11-28;Looting/property destruction;149.5;1;High (Negligence Risk);On 28 November 2018, at night, unidentified individuals threw incendiary mixture into two separate offices of a Russian bank in Lviv. The buildings were damaged, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);On 14 February 2019, two unidentified individuals broke the window of a Russian bank in Lviv and threw a bottle with incendiary mixture inside. The fire destroyed part of the room, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-03-20;Looting/property destruction;149.5;1;High (Negligence Risk);On 20 March 2019, unidentified individuals set fire to a branch office of a Russian private bank in Lviv. The office was partially damaged but no one was injured.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-07-08;Attack;149.5;5;High (Negligence Risk);On 8 July 2019, in Lviv, guards of the public enterprise Ukrainian Association of the Blind beat an attorney who had been previously appointed as a head of the association. According to the victim, he was beaten for his previous legal work in revealing labour law violations and corruption in the association.
L'viv – the Ensemble of the Historic Centre;State of Conservation;2019-09-16;Looting/property destruction;149.5;1;High (Negligence Risk);On 16 September 2019, unidentified individuals set fire to the front door of a flat of an employee of the mayor administration department of the city council in Lviv. No injuries were reported.
