event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR267009,2024-07-20,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,Ukrinform,National,"Property destruction: Around 20 July 2024 (as reported), according to the SBU, two men aged 17 and 18 set fire to a military vehicle in Lviv, Lviv, following Russian FSB commands. The men were arrested during the arson.",0,,1761073409
UKR267010,2024-07-20,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Rivne,Rivnenskyi,Rivnenska,Rivne,50.6231,26.2274,3,Ukrinform,National,"Property destruction: Around 20 July 2024 (as reported), according to the SBU, two unemployed men set fire to a relay cabinet in the Rivne region (coded to Rivne, Rivne), following Russian FSB commands. The men were later arrested.",0,,1761073409
UKR267011,2024-07-21,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Moldova)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-) Territorial Recruitment Center","Military Forces of Ukraine (2019-)","State forces","State forces-Political militia",,804,Europe,Ukraine,Vinnytsia,Tulchynskyi,Tulchynska,Tulchyn,48.6745,28.8464,2,"Suspilne Media",National,"Property destruction: Around 21 July 2024, according to the Security Service of Ukraine and the National Police, a Moldovan man recruited by Russian FSB set on fire a car of a territorial recruitment center in the Tulchynskyi district (coded to Tulchyn, Vinnytsia) while hiding after setting fire to another military vehicle in Vinnytsia (coded separately). The man was arrested and charged with obstruction of the activities of the armed forces.",0,,1761073409
UKR267012,2024-07-22,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 22 July 2024 (as reported), according to the Security Service of Ukraine, a man set on fire a relay cabinet in the city of Kyiv. The man was following commands from Russian FSB and was quickly arrested after the arson.",0,,1761073409
UKR276474,2024-07-22,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"Suspilne Media",National,"Property destruction: On 22 July 2024, according to the police, a man set fire to a green painted bus in Odesa, under the guess that the bus was a military recruitment bus.",0,,1765926765
UKR167898,2024-07-23,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Police Forces of Ukraine (2019-) State Border Guard Service",,"State forces","Military Forces of Russia (2000-)",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Siverska,Serebrianka,48.9211,38.1276,2,Ukrinform,National,"Property destruction: On 23 July 2024, Ukrainian border guards shot down a Russian reconnaissance UAV in the area of Serebrianka forestry (coded to Serebrianka, Donetsk).",0,,1753955615
UKR267013,2024-07-23,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,3,"Suspilne Media; Ukrinform",National,"Property destruction: Around 23 July 2024 (as reported), according to the SBU, a 39-year-old man set fire to traffic lights on railways in the Odesa region (coded to Odesa, Odesa), following commands from Russia. The man was quickly apprehended and is suspected of collecting military intelligence for the Russian FSB. The law enforcement also seized two F-1 grenades from his home.",0,,1761073409
UKR250311,2024-07-24,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Rivne,Rivnenskyi,Rivnenska,Rivne,50.6231,26.2274,1,TSN.ua,National,"Property destruction: Around 24 July 2024 (as reported), according to Security Service of Ukraine and National Police, a Ukrainian man, formerly imprisoned, recruited by the Russian FSB, set on fire a Ukrainian military pick-up in Rivne and filmed the arson. The man was charged with obstructing the activities of the Armed Forces of Ukraine.",0,,1754417423
UKR267014,2024-07-24,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Obolonskyi",50.5286,30.4749,1,Ukrinform,National,"Property destruction: Around 24 July 2024 (as reported), according to the SBU and prosecutors, two men set fire to a relay cabinet in the Kyiv - Obolonskyi, Kyiv city, following (likely Russian) commands coming from a Telegram channel. The men are also suspected of setting fire to a military SUV in the city.",0,,1761073409
UKR167649,2024-07-25,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-)",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,3,"24 Channel",National,"Property destruction: On 25 July 2024, Ukrainian military forces shot down a Russian reconnaissance drone over the Sumy region (coded to Sumy, Sumy).",0,,1753955615
UKR267016,2024-07-26,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Women (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media",National,"Property destruction: On 26 July 2024, unidentified individuals set fire to a car of an MP's wife in Cherkasy, Cherkasy. The police believes there might be a political motive behind the arson, while the MP himself does not believe in a political reason.",0,,1761073409
UKR267017,2024-07-26,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,2,"Suspilne Media",National,"Property destruction: Around 26 July 2024 (as reported), according to the SBU, a 20-year-old man set fire to railway cabinets and eight substations during May-July 2024 in the Uman district (coded to Uman, Cherkasy), following commands from Russia. He was arrested around 26 July 2024 during another arson.",0,,1761073409
UKR267018,2024-07-28,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"Property destruction: On 28 July 2024, three unidentified individuals set fire to a medical evacuation vehicle in the city of Kyiv, destroying the vehicle belonging to the 3rd Assault Brigade. The event is likely part of a series of events targeting Ukrainian military and civilian infrastructure through Russian-recruited locals in Ukraine.",0,,1761073409
UKR168976,2024-07-29,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"Property destruction: On 29 July 2024, three unidentified men burned a medical car of the 3rd Assault Brigade which was waiting for repairs in Kyiv, Kyiv City.",0,,1722974451
UKR267019,2024-07-29,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kyiv,Buchanskyi,Borshchahivska,"Petropavlivska Borschahivka",50.4371,30.3459,1,"Suspilne Media; Ukrinform",National,"Property destruction: On 29 July 2024, according to the SBU, the prosecutors, and the police, a 25-year-old man and a 20-year-old woman set fire to three military vehicles in Petropavlivska Borschahivka, Kyiv region, following commands from Russia.",0,,1761073409
UKR168867,2024-07-31,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-)",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,"24 Channel; Liveuamap; Ukrinform","Local partner-New media","Property destruction: On 31 July 2024, Ukrainian Forces shot down a Russian reconnaissance drone over Dnipropetrovsk region. No casualties.",0,,1753955639
UKR267020,2024-07-31,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-) Territorial Recruitment Center",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,"Suspilne Media",National,"Property destruction: Around 31 July 2024 (as reported), according to the Security Service, a 17-year-old man from Odesa set fire to a military recruitment center in Vinnytsia, following commands from the Russian FSB. The man was shortly arrested and was preparing another arson in Zhytomyr.",0,,1761073409
UKR169368,2024-08-04,2024,1,"Strategic developments","Strategic developments","Looting/property destruction",Atesh,,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Donetsk,Donetskyi,Makiivska,Makiivka,48.0464,37.9693,1,"24 Channel",National,"Property destruction: On 4 August 2024, Atesh partisans damaged the railway infrastructure in Makiivka, Donetsk. Casualties unknown.",0,,1732654982
UKR250315,2024-08-05,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-) Territorial Recruitment Center",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.9980,3,TSN.ua,National,"Property destruction: Around 5 August 2024 (as reported), according to the Security Service of Ukraine and the National Police, a Ukrainian man, who actively reached out to by Russian FSB to be recruited for arsons, worked with other recruited Ukrainians to set on fire two vehicles of the territorial recruitment centers and film these arsons for a financial reward in the Khmelnytskyi region (coded to Khmelnytskyi). The Ukrainian law enforcement agencies seized phones and SIM cards, charging him with obstruction of the activities of the armed forces and intentional destruction of property.",0,,1754417423
UKR267022,2024-08-05,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Pecherskyi",50.4270,30.5454,1,"Suspilne Media",National,"Property destruction: Around 5 August 2024, according to the SBU, a man recruited by Russian special services (coded as Russian FSB) set fire to a vehicle in Kyiv - Pecherskyi, Kyiv city. The man was arrested later when he started surveillance of a military officer in Kyiv.",0,,1761073409
UKR250316,2024-08-06,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-) Territorial Recruitment Center",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Vinnytsia,Vinnytskyi,Vinnytska,Vinnytsia,49.2296,28.4659,1,TSN.ua,National,"Property destruction: Around 6 August 2024 (as reported), according to the Security Service of Ukraine and the National Police, a 17-year-old man recruited by Russian FSB threw so-called Molotov cocktails at a territorial recruitment center in Vinnytsia and filmed the arson on his phone. The man who was preparing arsons in the Zhytomyr region was arrested and charged with sabotage.",0,,1754417423
UKR250317,2024-08-07,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,"Novoye Vremya Ukraine",National,"Property destruction: Around 7 August 2024 (as reported), according to the Security Service of Ukraine, a 31-year-old Ukrainian following commands from the Russian military intelligence set on fire military vehicles in Dnipro, Dnipropetrovsk. The was later arrested in Odesa for carrying out arsons on six military vehicles in Kyiv, Odesa, and Dnipro (coded separately).",0,,1754417423
UKR250318,2024-08-07,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Novoye Vremya Ukraine",National,"Property destruction: Around 7 August 2024 (as reported), according to the Security Service of Ukraine, a 31-year-old Ukrainian following commands from the Russian military intelligence set on fire a military van in Kyiv. The was later arrested in Odesa for carrying out arsons on six military vehicles in Kyiv, Odesa, and Dnipro (coded separately).",0,,1754417423
UKR250319,2024-08-07,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"Novoye Vremya Ukraine",National,"Property destruction: Around 7 August 2024 (as reported), according to the Security Service of Ukraine, a 31-year-old Ukrainian following commands from the Russian military intelligence set on fire military vehicles in Odesa. The was later arrested in Odesa for carrying out arsons on six military vehicles in Kyiv, Odesa, and Dnipro (coded separately).",0,,1754417423
UKR249695,2024-08-08,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"24 Channel; Suspilne Media; Ukrinform",National,"Property destruction: Around 8 August 2024 (as reported), according to the Security Service and National Police of Ukraine, a 16-year-old Ukrainian following Russian FSB commands set on fire a military vehicle in Kyiv. The youngster, initially recruited for distributing anti-Ukrainian stickers, also filmed the arson in expectation of a financial reward from FSB.",0,,1761067567
UKR267023,2024-08-08,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Women (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Solomyanskyi",50.4267,30.4538,1,Ukrinform,National,"Property destruction: Around 8 August 2024, according to the police, a 42-year-old man and a 39-year-old man set fire to the car of a female civic activist in Kyiv - Solomyanskyi, Kyiv City, for unspecified reasons.",0,,1761073409
UKR267024,2024-08-09,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media",National,"Property destruction: On 9 August 2024, according to the prosecutors, three teenagers aged 16, 13, 14, set on fire a car of a serviceman in Mykolaiv, Mykolaiv, following orders coming from Telegram (likely coming from Russia). The boys are also suspected of setting fire to two service pickups of the marine forces, brought to Mykolaiv for repairs, and of preparing an arson of local administrative building of the recruitment center.",0,,1761073409
UKR267025,2024-08-10,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"Property destruction: Around 10 August 2024 (beginning of month), according to prosecutors, a 27-year-old man set fire to a military SUV in the city of Kyiv, following (likely Russian) commands from a Telegram channel. The man is also suspected of an arson in the Pecherskyi district.",0,,1761073409
UKR250321,2024-08-13,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"The Kyiv Post; TSN.ua; Ukrainian Government News",Other-National,"Property destruction: Around 13 August 2024 (as reported), according to the Security Service of Ukraine, a 20-year-old man recruited by Russian services set on fire cars of Ukrainian soldiers in Kyiv and was preparing a surveillance operation of a Ukrainian officer. A flammable mixture used to set fire to a car and a mobile phone with crime evidence were seized by the SBU.",0,,1754417423
UKR267026,2024-08-14,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Khmelnytskyi,Khmelnytskyi,Khmelnytska,Khmelnytskyi,49.4128,26.9980,1,"Suspilne Media",National,"Property destruction: Around 14 August 2024 (as reported), according to the police and the SBU, an 18-year-old man recruited by Russia set fire to military vehicles in Khmelnytskyi, Khmelnytskyi. Another man was arrested earlier during the month for organizing similar arsons in the region.",0,,1761073409
UKR250322,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"Property destruction: Around 15 August 2024 (month of), according to the Security Service of Ukraine, an underage girl set fire to two military vehicles in Kharkiv, Kharkiv, filming the arson for the Russian agent who promised a financial reward.",0,,1754417423
UKR253987,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Military Forces of Russia (2000-) GRU","Political militia","Civilians (Ukraine)","Aid Workers (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 15 August 2024 (month of), according to the police and the Security Service, a 34-year-old man together with another man set fire to a volunteers' car in Ivano-Frankivsk, Ivano-Frankivsk. The man, who was later arrested for the arson of a volunteers' van on 29 August 2024 (coded separately), was reportedly recruited by a 24-year-old woman (later arrested, coded separately) who likely received orders for arsons from Russian services.",0,,1756236982
UKR267027,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media; Ukrinform",National,"Property destruction: Around 15 August 2024 (month of), according to the SBU, two drug addicted men aged 19 and 21, including one IDP, set fire to two servicemen's vehicles and a relay cabinet in Cherkasy, Cherkasy, following commands from the Russian FSB.",0,,1761073409
UKR267028,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Cherkasy,Umanskyi,Umanska,Uman,48.7484,30.2218,2,"Suspilne Media",National,"Property destruction: Around 15 August 2024 (month of), according to the SBU, a 25-year-old man set fire to a military vehicle under repair in Uman district of Cherkasy region, following commands from a Russian individual. The man was quickly arrested and is suspected of planning or conducting arsons of other vehicles of the military and the border service.",0,,1761073409
UKR267029,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Police Forces of Russia (2000-) Federal Security Service","Political militia","Civilians (Ukraine)","Military Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media; Telegram","New media-National","Property destruction: Around 15 August 2024 (month of), according to the prosecutors, a 30-year-old man set fire to a vehicle of a serviceman in Kharkiv, following commands from Russian special services via Telegram (coded as Russian FSB). The 30-year-old man is also involved in setting fire to a military van in July 2024 (coded separately).",0,,1761073409
UKR267030,2024-08-15,2024,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Lozivskyi,Lozivska,Lozova,48.8894,36.3176,2,"Suspilne Media",National,"Property destruction: Around 15 August 2024 (month of), according to the SBU, a 17-year-old man set fire to a railway cabinet on the Lozova-Bliznyuki section in the Lozova district of the Kharkiv region. The man was following commands from a social media job posting. The man also committed a similar arson in September 2024 (coded separately).",0,,1762291950
UKR250323,2024-08-16,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Suspilne Media",National,"Property destruction: On 16 August 2024, according to the Security Service of Ukraine, a man set fire to a military SUV in Kharkiv, following commands from Russian services and in expectation of a financial reward. The man was arrested on 18 August 2024, when tried to conduct an arson of another vehicle.",0,,1754417423
UKR267031,2024-08-16,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Former Military Forces of Ukraine (2019-); Military Forces of Russia (2000-) GRU","Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,Ukrinform,National,"Property destruction: Around 16 August 2024 (as reported), according to the SBU, a 22-year-old deserted soldier set fire to six military vehicles during a night in Kharkiv, Kharkiv, following commands from Russian intelligence (coded as GRU). The man was arrested in hot pursuit.",0,,1761073409
UKR220383,2024-08-19,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,"Black Sea News",National,"Looting: Around 19 August 2024 (as reported), Russian occupation authorities loaded onto a ship another batch of the stolen Ukrainian grain in the Russian-held port city of Berdiansk (Zaporizhia), to be further shipped to Libya.",0,,1753955114
UKR267032,2024-08-19,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,3,"Suspilne Media; Ukrinform",National,"Property destruction: Around 19 August 2024 (as reported), according to the SBU and the police, a 21-year-old deserted soldier and a 23-year-old unemployed man set fire to two relay cabinets in the Cherkasy region (coded to Cherkasy, Cherkasy), following Russian commands. The men were arrested shortly after the second arson.",0,,1761073409
UKR267033,2024-08-19,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,3,"Suspilne Media; Ukrinform",National,"Property destruction: Around 19 August 2024 (as reported), according to the SBU, two men aged 27 and 30 set fire to a series of railway infrastructure objects in the Kharkiv region (coded to Kharkiv, Kharkiv), following commands from the Russian Federation.",0,,1761073409
UKR220386,2024-08-23,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Farmers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.5670,39.3171,3,"Black Sea News",National,"Looting: Around 23 August 2024 (as reported), Russian occupation authorities established a new logistics route and exported the stolen Ukrainian grain from the Russian-held parts of the Luhansk region (coded to Luhansk city) by train to the Caspian Sea and further to Iran.",0,,1753955114
UKR267034,2024-08-26,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Police Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Darnytskyi",50.4003,30.6807,1,"Suspilne Media",National,"Property destruction: On 26 August 2024, according to prosecutors, a 20-year-old man set fire to two police cars in Kyiv - Darnytskyi, Kyiv, following (likely Russian) commands from a Telegram channel. The man was quickly arrested.",0,,1761073409
UKR250324,2024-08-27,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Donetsk,Kramatorskyi,Slovianska,Slovyansk,48.8533,37.6065,1,"Suspilne Media",National,"Property destruction: Around 27 August 2024 (between 26 August - 28 August), a previously convicted man set fire to vehicles used by the military in Slovyansk, Donetsk. He also filmed the arsons on his phone, expecting a financial reward from an unspecified individual (likely from Russian side).",0,,1754417423
UKR267035,2024-08-27,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Solomyanskyi",50.4267,30.4538,1,"Suspilne Media",National,"Property destruction: Around 27 August 2024 (as reported), according to the police, a 40-year-old man set fire to a car in Kyiv - Solomyanskyi, Kyiv. The man was quickly arrested.",0,,1761073409
UKR253989,2024-08-29,2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)","Military Forces of Russia (2000-) GRU","Political militia","Civilians (Ukraine)","Aid Workers (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media; Ukrinform",National,"Property destruction: On 29 August 2024, according to the police and the Security Service, a 34-year-old man set fire to a volunteers' van in Ivano-Frankivsk, Ivano-Frankivsk. The man, later arrested and in whose home police found a gun with ammunition, was reportedly recruited by a 24-year-old woman (later arrested, coded separately) who likely received orders for arsons from Russian services.",0,,1756236982
UKR267036,2024-08-29,2024,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Military Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"Property destruction: Around 29 August 2024 (as reported), according to the police, a 41-year-old man and his 17-year-old stepchild set fire to two military vehicles in Kropyvnytskyi, Kirovohrad, following Russian commands. The men were arrested.",0,,1761073409
